t_s,a_g
2.664000,-0.019060
2.666000,-0.017383
2.668000,-0.017900
2.670000,-0.014001
2.672000,-0.009982
2.674000,-0.015833
2.676000,-0.011966
2.678000,-0.012000
2.680000,-0.006320
2.682000,-0.008868
2.684000,-0.010218
2.686000,-0.004746
2.688000,-0.008670
2.690000,-0.003907
2.692000,-0.004045
2.694000,-0.003497
2.696000,-0.000642
2.698000,-0.000025
2.700000,-0.000532
2.702000,-0.000809
2.704000,0.008611
2.706000,0.008033
2.708000,0.010427
2.710000,0.010358
2.712000,0.014524
2.714000,0.017455
2.716000,0.020065
2.718000,0.018006
2.720000,0.025315
2.722000,0.025315
2.724000,0.027463
2.726000,0.031465
2.728000,0.035703
2.730000,0.035705
2.732000,0.036869
2.734000,0.041917
2.736000,0.041479
2.738000,0.044246
2.740000,0.043662
2.742000,0.048879
2.744000,0.050174
2.746000,0.052143
2.748000,0.049679
2.750000,0.053238
2.752000,0.056126
2.754000,0.055372
2.756000,0.056839
2.758000,0.053332
2.760000,0.057856
2.762000,0.063996
2.764000,0.055652
2.766000,0.056357
2.768000,0.056767
2.770000,0.059014
2.772000,0.058623
2.774000,0.062209
2.776000,0.062504
2.778000,0.058745
2.780000,0.056872
2.782000,0.057614
2.784000,0.057728
2.786000,0.062839
2.788000,0.061485
2.790000,0.062371
2.792000,0.061727
2.794000,0.062330
2.796000,0.060927
2.798000,0.064991
2.800000,0.060716
2.802000,0.062215
2.804000,0.062485
2.806000,0.062075
2.808000,0.064244
2.810000,0.064551
2.812000,0.066767
2.814000,0.065061
2.816000,0.063076
2.818000,0.062795
2.820000,0.066000
2.822000,0.061134
2.824000,0.062398
2.826000,0.064140
2.828000,0.060876
2.830000,0.062234
2.832000,0.058550
2.834000,0.058271
2.836000,0.054985
2.838000,0.053162
2.840000,0.056858
2.842000,0.053336
2.844000,0.049747
2.846000,0.048817
2.848000,0.046401
2.850000,0.046301
2.852000,0.040340
2.854000,0.043320
2.856000,0.042409
2.858000,0.040035
2.860000,0.038412
2.862000,0.035484
2.864000,0.033922
2.866000,0.031754
2.868000,0.033285
2.870000,0.030287
2.872000,0.029945
2.874000,0.025368
2.876000,0.026857
2.878000,0.025415
2.880000,0.023899
2.882000,0.026273
2.884000,0.026572
2.886000,0.028013
2.888000,0.025533
2.890000,0.021377
2.892000,0.027189
2.894000,0.022530
2.896000,0.023533
2.898000,0.020991
2.900000,0.023610
2.902000,0.021714
2.904000,0.024069
2.906000,0.023456
2.908000,0.021148
2.910000,0.024356
2.912000,0.019161
2.914000,0.021840
2.916000,0.019340
2.918000,0.021746
2.920000,0.019398
2.922000,0.015669
2.924000,0.020586
2.926000,0.019751
2.928000,0.015698
2.930000,0.016318
2.932000,0.013986
2.934000,0.013575
2.936000,0.016544
2.938000,0.009271
2.940000,0.009601
2.942000,0.009872
2.944000,0.009667
2.946000,0.013683
2.948000,0.012753
2.950000,0.008842
2.952000,0.010970
2.954000,0.007662
2.956000,0.008647
2.958000,0.008407
2.960000,0.009324
2.962000,0.010399
2.964000,0.011412
2.966000,0.010175
2.968000,0.012065
2.970000,0.014360
2.972000,0.015116
2.974000,0.013418
2.976000,0.014155
2.978000,0.014811
2.980000,0.021549
2.982000,0.013990
2.984000,0.018380
2.986000,0.016323
2.988000,0.019585
2.990000,0.019013
2.992000,0.016109
2.994000,0.018902
2.996000,0.016704
2.998000,0.017059
3.000000,0.020048
3.002000,0.013035
3.004000,0.012340
3.006000,0.016364
3.008000,0.014205
3.010000,0.010594
3.012000,0.014261
3.014000,0.010144
3.016000,0.010622
3.018000,0.007944
3.020000,0.011723
3.022000,0.006730
3.024000,0.005610
3.026000,0.007093
3.028000,0.004860
3.030000,0.001666
3.032000,0.001598
3.034000,0.000612
3.036000,0.001679
3.038000,0.000234
3.040000,-0.003589
3.042000,-0.001010
3.044000,-0.005679
3.046000,-0.002504
3.048000,-0.004411
3.050000,-0.007472
3.052000,-0.008839
3.054000,-0.008867
3.056000,-0.008938
3.058000,-0.009552
3.060000,-0.009767
3.062000,-0.014139
3.064000,-0.011883
3.066000,-0.016312
3.068000,-0.018031
3.070000,-0.015445
3.072000,-0.015497
3.074000,-0.021650
3.076000,-0.020956
3.078000,-0.022500
3.080000,-0.023798
3.082000,-0.027956
3.084000,-0.028940
3.086000,-0.027410
3.088000,-0.031535
3.090000,-0.033554
3.092000,-0.036087
3.094000,-0.036755
3.096000,-0.041492
3.098000,-0.042654
3.100000,-0.044660
3.102000,-0.047349
3.104000,-0.047693
3.106000,-0.050150
3.108000,-0.050578
3.110000,-0.053699
3.112000,-0.055393
3.114000,-0.057771
3.116000,-0.057831
3.118000,-0.062712
3.120000,-0.060081
3.122000,-0.067204
3.124000,-0.065015
3.126000,-0.063407
3.128000,-0.063808
3.130000,-0.064195
3.132000,-0.067299
3.134000,-0.069565
3.136000,-0.067146
3.138000,-0.067627
3.140000,-0.064360
3.142000,-0.065015
3.144000,-0.063621
3.146000,-0.064867
3.148000,-0.063442
3.150000,-0.067827
3.152000,-0.063593
3.154000,-0.067264
3.156000,-0.065747
3.158000,-0.066590
3.160000,-0.065363
3.162000,-0.066920
3.164000,-0.067464
3.166000,-0.067760
3.168000,-0.063633
3.170000,-0.066801
3.172000,-0.065221
3.174000,-0.067210
3.176000,-0.066496
3.178000,-0.068506
3.180000,-0.065354
3.182000,-0.066700
3.184000,-0.064764
3.186000,-0.062139
3.188000,-0.061289
3.190000,-0.061206
3.192000,-0.061861
3.194000,-0.063400
3.196000,-0.060729
3.198000,-0.056318
3.200000,-0.062166
3.202000,-0.060589
3.204000,-0.054867
3.206000,-0.060099
3.208000,-0.055841
3.210000,-0.052184
3.212000,-0.054728
3.214000,-0.048371
3.216000,-0.050207
3.218000,-0.045315
3.220000,-0.040253
3.222000,-0.041112
3.224000,-0.040276
3.226000,-0.036662
3.228000,-0.035788
3.230000,-0.036102
3.232000,-0.031417
3.234000,-0.032126
3.236000,-0.029972
3.238000,-0.026406
3.240000,-0.022628
3.242000,-0.022673
3.244000,-0.019662
3.246000,-0.018296
3.248000,-0.017186
3.250000,-0.016778
3.252000,-0.017935
3.254000,-0.014271
3.256000,-0.013122
3.258000,-0.014388
3.260000,-0.016816
3.262000,-0.013962
3.264000,-0.013427
3.266000,-0.009701
3.268000,-0.011534
3.270000,-0.008991
3.272000,-0.011661
3.274000,-0.007770
3.276000,-0.007386
3.278000,-0.005994
3.280000,-0.003690
3.282000,-0.004964
3.284000,-0.008957
3.286000,-0.004745
3.288000,-0.010029
3.290000,-0.002648
3.292000,-0.006931
3.294000,-0.003234
3.296000,-0.003655
3.298000,0.000085
3.300000,0.000102
3.302000,0.001259
3.304000,0.001285
3.306000,0.002939
3.308000,0.002961
3.310000,0.003677
3.312000,0.006972
3.314000,0.008975
3.316000,0.005794
3.318000,0.006922
3.320000,0.009329
3.322000,0.011213
3.324000,0.009934
3.326000,0.008939
3.328000,0.005636
3.330000,0.008658
3.332000,0.011690
3.334000,0.010680
3.336000,0.011333
3.338000,0.006710
3.340000,0.011291
3.342000,0.006572
3.344000,0.005592
3.346000,0.007234
3.348000,0.007082
3.350000,0.001427
3.352000,0.000980
3.354000,0.000172
3.356000,0.003084
3.358000,0.003737
3.360000,0.000985
3.362000,0.000610
3.364000,-0.002124
3.366000,-0.000650
3.368000,0.003212
3.370000,-0.002233
3.372000,0.004848
3.374000,0.003095
3.376000,0.004238
3.378000,0.002649
3.380000,0.000315
3.382000,0.000232
3.384000,0.000543
3.386000,0.002319
3.388000,0.008011
3.390000,0.005674
3.392000,0.008245
3.394000,0.008045
3.396000,0.011692
3.398000,0.011106
3.400000,0.011059
3.402000,0.005390
3.404000,0.014649
3.406000,0.017914
3.408000,0.015872
3.410000,0.016067
3.412000,0.021018
3.414000,0.018142
3.416000,0.020943
3.418000,0.020269
3.420000,0.023084
3.422000,0.022611
3.424000,0.023532
3.426000,0.023734
3.428000,0.026696
3.430000,0.023739
3.432000,0.023753
3.434000,0.022178
3.436000,0.023648
3.438000,0.029463
3.440000,0.027515
3.442000,0.025027
3.444000,0.029233
3.446000,0.030844
3.448000,0.028656
3.450000,0.031785
3.452000,0.032732
3.454000,0.038938
3.456000,0.036342
3.458000,0.038430
3.460000,0.040479
3.462000,0.042957
3.464000,0.044294
3.466000,0.042143
3.468000,0.049422
3.470000,0.046526
3.472000,0.048427
3.474000,0.050919
3.476000,0.051531
3.478000,0.051928
3.480000,0.051288
3.482000,0.059006
3.484000,0.060626
3.486000,0.061321
3.488000,0.062964
3.490000,0.066445
3.492000,0.067835
3.494000,0.067482
3.496000,0.067363
3.498000,0.065229
3.500000,0.068737
3.502000,0.067751
3.504000,0.069413
3.506000,0.070209
3.508000,0.069541
3.510000,0.072634
3.512000,0.071885
3.514000,0.069428
3.516000,0.070335
3.518000,0.065392
3.520000,0.068686
3.522000,0.066981
3.524000,0.068464
3.526000,0.064976
3.528000,0.066885
3.530000,0.064393
3.532000,0.066249
3.534000,0.061335
3.536000,0.062607
3.538000,0.059684
3.540000,0.062666
3.542000,0.062914
3.544000,0.060470
3.546000,0.058647
3.548000,0.058573
3.550000,0.059404
3.552000,0.057071
3.554000,0.057160
3.556000,0.059634
3.558000,0.059851
3.560000,0.056810
3.562000,0.056137
3.564000,0.061666
3.566000,0.054854
3.568000,0.057978
3.570000,0.052120
3.572000,0.052476
3.574000,0.055301
3.576000,0.052829
3.578000,0.047924
3.580000,0.047728
3.582000,0.044691
3.584000,0.043265
3.586000,0.042599
3.588000,0.037308
3.590000,0.038567
3.592000,0.031667
3.594000,0.030053
3.596000,0.033217
3.598000,0.030178
3.600000,0.024469
3.602000,0.022183
3.604000,0.022510
3.606000,0.019615
3.608000,0.018032
3.610000,0.016701
3.612000,0.012480
3.614000,0.010540
3.616000,0.005974
3.618000,0.005155
3.620000,0.004306
3.622000,0.004252
3.624000,0.004432
3.626000,0.003651
3.628000,-0.000871
3.630000,-0.003846
3.632000,-0.003144
3.634000,-0.006983
3.636000,-0.004453
3.638000,-0.002654
3.640000,-0.008618
3.642000,-0.007837
3.644000,-0.004966
3.646000,-0.006569
3.648000,-0.008428
3.650000,-0.011938
3.652000,-0.011013
3.654000,-0.010163
3.656000,-0.010365
3.658000,-0.013250
3.660000,-0.012336
3.662000,-0.010855
3.664000,-0.014569
3.666000,-0.017607
3.668000,-0.017232
3.670000,-0.018168
3.672000,-0.018771
3.674000,-0.021353
3.676000,-0.021067
3.678000,-0.023428
3.680000,-0.021640
3.682000,-0.021713
3.684000,-0.027571
3.686000,-0.025931
3.688000,-0.028204
3.690000,-0.022511
3.692000,-0.023935
3.694000,-0.031501
3.696000,-0.028141
3.698000,-0.027576
3.700000,-0.027564
3.702000,-0.026848
3.704000,-0.028749
3.706000,-0.028118
3.708000,-0.030312
3.710000,-0.027629
3.712000,-0.025848
3.714000,-0.024062
3.716000,-0.024749
3.718000,-0.025256
3.720000,-0.024074
3.722000,-0.025328
3.724000,-0.021183
3.726000,-0.022452
3.728000,-0.023328
3.730000,-0.019946
3.732000,-0.024994
3.734000,-0.019560
3.736000,-0.019846
3.738000,-0.018410
3.740000,-0.019628
3.742000,-0.017589
3.744000,-0.017859
3.746000,-0.014878
3.748000,-0.015550
3.750000,-0.019463
3.752000,-0.017812
3.754000,-0.020757
3.756000,-0.015917
3.758000,-0.022485
3.760000,-0.020075
3.762000,-0.019026
3.764000,-0.019273
3.766000,-0.021716
3.768000,-0.022306
3.770000,-0.018114
3.772000,-0.027257
3.774000,-0.027300
3.776000,-0.027245
3.778000,-0.022218
3.780000,-0.027114
3.782000,-0.026397
3.784000,-0.024457
3.786000,-0.030737
3.788000,-0.029988
3.790000,-0.031459
3.792000,-0.031477
3.794000,-0.030509
3.796000,-0.032472
3.798000,-0.033189
3.800000,-0.034417
3.802000,-0.032269
3.804000,-0.034439
3.806000,-0.033832
3.808000,-0.031835
3.810000,-0.031682
3.812000,-0.032039
3.814000,-0.034338
3.816000,-0.033500
3.818000,-0.036923
3.820000,-0.032678
3.822000,-0.040184
3.824000,-0.037397
3.826000,-0.036841
3.828000,-0.039015
3.830000,-0.040512
3.832000,-0.041494
3.834000,-0.040476
3.836000,-0.041532
3.838000,-0.045856
3.840000,-0.047781
3.842000,-0.049152
3.844000,-0.052149
3.846000,-0.051324
3.848000,-0.052794
3.850000,-0.054559
3.852000,-0.053581
3.854000,-0.056409
3.856000,-0.057294
3.858000,-0.056382
3.860000,-0.055812
3.862000,-0.059309
3.864000,-0.061191
3.866000,-0.062792
3.868000,-0.062029
3.870000,-0.066798
3.872000,-0.059318
3.874000,-0.064318
3.876000,-0.063286
3.878000,-0.064881
3.880000,-0.068094
3.882000,-0.063791
3.884000,-0.062922
3.886000,-0.063307
3.888000,-0.064437
3.890000,-0.060925
3.892000,-0.060846
3.894000,-0.060783
3.896000,-0.060919
3.898000,-0.063626
3.900000,-0.060390
3.902000,-0.056405
3.904000,-0.057734
3.906000,-0.052388
3.908000,-0.053204
3.910000,-0.051748
3.912000,-0.050674
3.914000,-0.050359
3.916000,-0.052188
3.918000,-0.049782
3.920000,-0.049328
3.922000,-0.052481
3.924000,-0.050048
3.926000,-0.047481
3.928000,-0.048254
3.930000,-0.048676
3.932000,-0.043204
3.934000,-0.045795
3.936000,-0.045494
3.938000,-0.042975
3.940000,-0.041786
3.942000,-0.042465
3.944000,-0.039229
3.946000,-0.041410
3.948000,-0.035194
3.950000,-0.037199
3.952000,-0.032533
3.954000,-0.035708
3.956000,-0.034480
3.958000,-0.028990
3.960000,-0.026778
3.962000,-0.022851
3.964000,-0.021559
3.966000,-0.018002
3.968000,-0.018287
3.970000,-0.011670
3.972000,-0.014218
3.974000,-0.010489
3.976000,-0.007719
3.978000,-0.004735
3.980000,-0.004685
3.982000,0.002354
3.984000,0.003653
3.986000,0.003759
3.988000,0.007962
3.990000,0.012261
3.992000,0.013754
3.994000,0.016232
3.996000,0.014824
3.998000,0.017047
4.000000,0.019352
4.002000,0.016879
4.004000,0.021186
4.006000,0.020802
4.008000,0.022615
4.010000,0.022313
4.012000,0.024746
4.014000,0.026619
4.016000,0.025386
4.018000,0.027937
4.020000,0.028645
4.022000,0.029779
4.024000,0.028585
4.026000,0.029865
4.028000,0.027463
4.030000,0.031329
4.032000,0.031990
4.034000,0.035272
4.036000,0.031899
4.038000,0.031419
4.040000,0.035666
4.042000,0.033993
4.044000,0.037121
4.046000,0.033428
4.048000,0.037882
4.050000,0.039633
4.052000,0.037450
4.054000,0.043575
4.056000,0.038327
4.058000,0.043620
4.060000,0.040706
4.062000,0.042593
4.064000,0.043130
4.066000,0.047428
4.068000,0.045046
4.070000,0.044676
4.072000,0.044748
4.074000,0.044212
4.076000,0.047382
4.078000,0.047319
4.080000,0.043217
4.082000,0.042304
4.084000,0.044772
4.086000,0.042835
4.088000,0.042841
4.090000,0.042799
4.092000,0.040272
4.094000,0.038470
4.096000,0.038395
4.098000,0.034003
4.100000,0.036241
4.102000,0.036229
4.104000,0.038025
4.106000,0.029784
4.108000,0.032036
4.110000,0.033416
4.112000,0.034989
4.114000,0.028325
4.116000,0.026845
4.118000,0.028509
4.120000,0.024733
4.122000,0.030324
4.124000,0.026602
4.126000,0.027583
4.128000,0.027595
4.130000,0.026730
4.132000,0.027658
4.134000,0.028370
4.136000,0.030269
4.138000,0.027054
4.140000,0.029738
4.142000,0.033170
4.144000,0.027551
4.146000,0.030980
4.148000,0.030745
4.150000,0.031178
4.152000,0.030809
4.154000,0.036706
4.156000,0.034812
4.158000,0.036688
4.160000,0.037487
4.162000,0.033093
4.164000,0.037069
4.166000,0.030429
4.168000,0.030833
4.170000,0.034905
4.172000,0.031819
4.174000,0.031856
4.176000,0.034010
4.178000,0.034859
4.180000,0.035743
4.182000,0.030854
4.184000,0.037017
4.186000,0.034070
4.188000,0.033586
4.190000,0.033277
4.192000,0.034911
4.194000,0.030921
4.196000,0.030885
4.198000,0.033502
4.200000,0.034842
4.202000,0.034007
4.204000,0.035303
4.206000,0.034763
4.208000,0.040306
4.210000,0.036001
4.212000,0.035983
4.214000,0.040989
4.216000,0.041401
4.218000,0.042678
4.220000,0.041368
4.222000,0.045858
4.224000,0.043127
4.226000,0.045752
4.228000,0.045455
4.230000,0.049400
4.232000,0.052977
4.234000,0.049459
4.236000,0.052382
4.238000,0.054647
4.240000,0.051514
4.242000,0.053348
4.244000,0.051337
4.246000,0.050098
4.248000,0.055646
4.250000,0.049666
4.252000,0.053489
4.254000,0.053590
4.256000,0.051718
4.258000,0.052418
4.260000,0.050519
4.262000,0.051697
4.264000,0.048733
4.266000,0.048171
4.268000,0.047052
4.270000,0.050081
4.272000,0.045291
4.274000,0.044045
4.276000,0.043607
4.278000,0.041079
4.280000,0.043661
4.282000,0.040985
4.284000,0.039243
4.286000,0.033445
4.288000,0.036279
4.290000,0.037720
4.292000,0.036647
4.294000,0.032109
4.296000,0.033489
4.298000,0.032480
4.300000,0.028957
4.302000,0.030749
4.304000,0.029520
4.306000,0.026766
4.308000,0.027559
4.310000,0.023707
4.312000,0.026764
4.314000,0.027940
4.316000,0.025481
4.318000,0.019248
4.320000,0.024818
4.322000,0.017677
4.324000,0.019136
4.326000,0.016601
4.328000,0.016057
4.330000,0.009928
4.332000,0.009362
4.334000,0.010031
4.336000,0.006456
4.338000,0.002664
4.340000,-0.000827
4.342000,-0.002729
4.344000,0.002002
4.346000,-0.008299
4.348000,-0.005071
4.350000,-0.009768
4.352000,-0.014027
4.354000,-0.015183
4.356000,-0.021011
4.358000,-0.021957
4.360000,-0.025676
4.362000,-0.025741
4.364000,-0.028980
4.366000,-0.029578
4.368000,-0.033641
4.370000,-0.031695
4.372000,-0.034192
4.374000,-0.035171
4.376000,-0.037501
4.378000,-0.037741
4.380000,-0.041132
4.382000,-0.040191
4.384000,-0.041956
4.386000,-0.040196
4.388000,-0.043028
4.390000,-0.042933
4.392000,-0.047446
4.394000,-0.044573
4.396000,-0.047069
4.398000,-0.044280
4.400000,-0.046264
4.402000,-0.047008
4.404000,-0.048771
4.406000,-0.049759
4.408000,-0.049209
4.410000,-0.050528
4.412000,-0.049805
4.414000,-0.052427
4.416000,-0.050331
4.418000,-0.052985
4.420000,-0.053217
4.422000,-0.053362
4.424000,-0.052001
4.426000,-0.053750
4.428000,-0.053183
4.430000,-0.057228
4.432000,-0.057213
4.434000,-0.056624
4.436000,-0.055362
4.438000,-0.054061
4.440000,-0.058899
4.442000,-0.055958
4.444000,-0.059452
4.446000,-0.057033
4.448000,-0.057636
4.450000,-0.055852
4.452000,-0.056178
4.454000,-0.054901
4.456000,-0.055672
4.458000,-0.057053
4.460000,-0.055958
4.462000,-0.050042
4.464000,-0.053198
4.466000,-0.048872
4.468000,-0.047025
4.470000,-0.050627
4.472000,-0.042909
4.474000,-0.045017
4.476000,-0.041484
4.478000,-0.043142
4.480000,-0.040676
4.482000,-0.040173
4.484000,-0.039840
4.486000,-0.035235
4.488000,-0.035399
4.490000,-0.034376
4.492000,-0.035837
4.494000,-0.031374
4.496000,-0.033879
4.498000,-0.030445
4.500000,-0.031099
4.502000,-0.030969
4.504000,-0.031743
4.506000,-0.031009
4.508000,-0.031706
4.510000,-0.030184
4.512000,-0.030174
4.514000,-0.031521
4.516000,-0.029283
4.518000,-0.033628
4.520000,-0.032331
4.522000,-0.034562
4.524000,-0.032659
4.526000,-0.030708
4.528000,-0.031682
4.530000,-0.030139
4.532000,-0.033285
4.534000,-0.031837
4.536000,-0.026395
4.538000,-0.034630
4.540000,-0.033363
4.542000,-0.033026
4.544000,-0.030498
4.546000,-0.030591
4.548000,-0.030406
4.550000,-0.032072
4.552000,-0.028037
4.554000,-0.030364
4.556000,-0.028007
4.558000,-0.028000
4.560000,-0.028697
4.562000,-0.027453
4.564000,-0.024770
4.566000,-0.024356
4.568000,-0.024622
4.570000,-0.026449
4.572000,-0.025559
4.574000,-0.025995
4.576000,-0.020888
4.578000,-0.023075
4.580000,-0.020949
4.582000,-0.027974
4.584000,-0.030183
4.586000,-0.027394
4.588000,-0.030758
4.590000,-0.029570
4.592000,-0.027392
4.594000,-0.031258
4.596000,-0.033031
4.598000,-0.031575
4.600000,-0.033327
4.602000,-0.033701
4.604000,-0.035687
4.606000,-0.036153
4.608000,-0.035855
4.610000,-0.036764
4.612000,-0.038961
4.614000,-0.033867
4.616000,-0.037494
4.618000,-0.038996
4.620000,-0.040650
4.622000,-0.035162
4.624000,-0.036301
4.626000,-0.034122
4.628000,-0.037976
4.630000,-0.033790
4.632000,-0.034226
4.634000,-0.038200
4.636000,-0.034798
4.638000,-0.033531
4.640000,-0.031259
4.642000,-0.032571
4.644000,-0.027273
4.646000,-0.026200
4.648000,-0.029011
4.650000,-0.025241
4.652000,-0.023507
4.654000,-0.022489
4.656000,-0.020074
4.658000,-0.022494
4.660000,-0.016872
4.662000,-0.018947
4.664000,-0.013777
4.666000,-0.014531
4.668000,-0.017265
4.670000,-0.012496
4.672000,-0.014110
4.674000,-0.013766
4.676000,-0.012218
4.678000,-0.009593
4.680000,-0.010428
4.682000,-0.006920
4.684000,-0.011482
4.686000,-0.008688
4.688000,-0.005454
4.690000,-0.007390
4.692000,-0.004881
4.694000,-0.002467
4.696000,0.002614
4.698000,0.000548
4.700000,0.001691
4.702000,0.007367
4.704000,0.006579
4.706000,0.002777
4.708000,0.012533
4.710000,0.014010
4.712000,0.012586
4.714000,0.016804
4.716000,0.018711
4.718000,0.019744
4.720000,0.025789
4.722000,0.026184
4.724000,0.025780
4.726000,0.032059
4.728000,0.034547
4.730000,0.031654
4.732000,0.036519
4.734000,0.040837
4.736000,0.041649
4.738000,0.041954
4.740000,0.044293
4.742000,0.044043
4.744000,0.050894
4.746000,0.047959
4.748000,0.049989
4.750000,0.055514
4.752000,0.056431
4.754000,0.051542
4.756000,0.059888
4.758000,0.053757
4.760000,0.057186
4.762000,0.058079
4.764000,0.059234
4.766000,0.059229
4.768000,0.058577
4.770000,0.061273
4.772000,0.061220
4.774000,0.057322
4.776000,0.059366
4.778000,0.060253
4.780000,0.060051
4.782000,0.056919
4.784000,0.058969
4.786000,0.061836
4.788000,0.063082
4.790000,0.058614
4.792000,0.060498
4.794000,0.063476
4.796000,0.059645
4.798000,0.065872
4.800000,0.065507
4.802000,0.062480
4.804000,0.065866
4.806000,0.064865
4.808000,0.064530
4.810000,0.065821
4.812000,0.069325
4.814000,0.062312
4.816000,0.062637
4.818000,0.061835
4.820000,0.068219
4.822000,0.065070
4.824000,0.065096
4.826000,0.062050
4.828000,0.058773
4.830000,0.059649
4.832000,0.060341
4.834000,0.060364
4.836000,0.053143
4.838000,0.056397
4.840000,0.054783
4.842000,0.050523
4.844000,0.051080
4.846000,0.048628
4.848000,0.048542
4.850000,0.046189
4.852000,0.044453
4.854000,0.034987
4.856000,0.043225
4.858000,0.037595
4.860000,0.039772
4.862000,0.035513
4.864000,0.036286
4.866000,0.033795
4.868000,0.033200
4.870000,0.031309
4.872000,0.030614
4.874000,0.027181
4.876000,0.029947
4.878000,0.026587
4.880000,0.025535
4.882000,0.028504
4.884000,0.022099
4.886000,0.022792
4.888000,0.025387
4.890000,0.026633
4.892000,0.028772
4.894000,0.022930
4.896000,0.027385
4.898000,0.023023
4.900000,0.020775
4.902000,0.022442
4.904000,0.020278
4.906000,0.023541
4.908000,0.018976
4.910000,0.019926
4.912000,0.016528
4.914000,0.018351
4.916000,0.021707
4.918000,0.018471
4.920000,0.016971
4.922000,0.015399
4.924000,0.016935
4.926000,0.015198
4.928000,0.013464
4.930000,0.016679
4.932000,0.013085
4.934000,0.013291
4.936000,0.013651
4.938000,0.008629
4.940000,0.009733
4.942000,0.010560
4.944000,0.012821
4.946000,0.010872
4.948000,0.010221
4.950000,0.011425
4.952000,0.008473
4.954000,0.011243
4.956000,0.009012
4.958000,0.008592
4.960000,0.013384
4.962000,0.011333
4.964000,0.012765
4.966000,0.009400
4.968000,0.014990
4.970000,0.013029
4.972000,0.014579
4.974000,0.014577
4.976000,0.018360
4.978000,0.019739
4.980000,0.016348
4.982000,0.019254
4.984000,0.018148
4.986000,0.020580
4.988000,0.016216
4.990000,0.019835
4.992000,0.019739
4.994000,0.018049
4.996000,0.019964
4.998000,0.015780
5.000000,0.014940
5.002000,0.019081
5.004000,0.018874
5.006000,0.013558
5.008000,0.012984
5.010000,0.016712
5.012000,0.015752
5.014000,0.010314
5.016000,0.014379
5.018000,0.008017
5.020000,0.009119
5.022000,0.005941
5.024000,0.007716
5.026000,0.003430
5.028000,0.000702
5.030000,0.003720
5.032000,0.000024
5.034000,0.001024
5.036000,-0.000216
5.038000,-0.006960
5.040000,-0.002732
5.042000,-0.005429
5.044000,-0.003825
5.046000,-0.006836
5.048000,-0.007438
5.050000,-0.007412
5.052000,-0.008191
5.054000,-0.009977
5.056000,-0.005431
5.058000,-0.011071
5.060000,-0.012880
5.062000,-0.011079
5.064000,-0.012157
5.066000,-0.014265
5.068000,-0.013546
5.070000,-0.015573
5.072000,-0.019232
5.074000,-0.020227
5.076000,-0.026327
5.078000,-0.024613
5.080000,-0.025397
5.082000,-0.024575
5.084000,-0.028328
5.086000,-0.029183
5.088000,-0.029267
5.090000,-0.034376
5.092000,-0.036438
5.094000,-0.037301
5.096000,-0.039046
5.098000,-0.045557
5.100000,-0.045168
5.102000,-0.047578
5.104000,-0.047110
5.106000,-0.049658
5.108000,-0.055346
5.110000,-0.055927
5.112000,-0.056723
5.114000,-0.058823
5.116000,-0.060983
5.118000,-0.057435
5.120000,-0.063947
5.122000,-0.063887
5.124000,-0.062281
5.126000,-0.065221
5.128000,-0.065049
5.130000,-0.064957
5.132000,-0.069537
5.134000,-0.066176
5.136000,-0.065994
5.138000,-0.064693
5.140000,-0.063436
5.142000,-0.067261
5.144000,-0.067495
5.146000,-0.066710
5.148000,-0.067849
5.150000,-0.064429
5.152000,-0.067782
5.154000,-0.064452
5.156000,-0.065499
5.158000,-0.066431
5.160000,-0.067049
5.162000,-0.067920
5.164000,-0.066101
5.166000,-0.064974
5.168000,-0.061176
5.170000,-0.065814
5.172000,-0.061498
5.174000,-0.060529
5.176000,-0.064589
5.178000,-0.065971
5.180000,-0.063927
5.182000,-0.066735
5.184000,-0.062366
5.186000,-0.066290
5.188000,-0.066813
5.190000,-0.063030
5.192000,-0.060885
5.194000,-0.062104
5.196000,-0.061903
5.198000,-0.059737
5.200000,-0.061092
5.202000,-0.059439
5.204000,-0.061112
5.206000,-0.055552
5.208000,-0.054751
5.210000,-0.058009
5.212000,-0.052513
5.214000,-0.050938
5.216000,-0.047779
5.218000,-0.044284
5.220000,-0.039048
5.222000,-0.040751
5.224000,-0.040475
5.226000,-0.040358
5.228000,-0.034002
5.230000,-0.032607
5.232000,-0.028518
5.234000,-0.030201
5.236000,-0.029608
5.238000,-0.027098
5.240000,-0.021801
5.242000,-0.024615
5.244000,-0.022114
5.246000,-0.020571
5.248000,-0.015959
5.250000,-0.015988
5.252000,-0.011431
5.254000,-0.015866
5.256000,-0.013340
5.258000,-0.012458
5.260000,-0.012225
5.262000,-0.011043
5.264000,-0.009559
5.266000,-0.008147
5.268000,-0.013601
5.270000,-0.013027
5.272000,-0.011871
5.274000,-0.012375
5.276000,-0.014202
5.278000,-0.010355
5.280000,-0.007349
5.282000,-0.004867
5.284000,-0.003010
5.286000,-0.009734
5.288000,-0.005409
5.290000,-0.005607
5.292000,-0.004898
5.294000,-0.003165
5.296000,-0.006025
5.298000,0.000026
5.300000,-0.001153
5.302000,0.003459
5.304000,0.002088
5.306000,0.001390
5.308000,0.006016
5.310000,0.008380
5.312000,0.005283
5.314000,0.004583
5.316000,0.008115
5.318000,0.009923
5.320000,0.008284
5.322000,0.009591
5.324000,0.009424
5.326000,0.005592
5.328000,0.012368
5.330000,0.004932
5.332000,0.007457
